"","No","Prefecture","TradePrice","EstimateTradePrice.fit","EstimateTradePrice.lwr","EstimateTradePrice.upr"
"148389", 31093,"Yamagata Prefecture",9.8e+06, 1.075264e+07, 1.013926e+07, 1.136602e+07
"148442", 31533,"Yamagata Prefecture",2.5e+06, 9.082142e+06, 6.944384e+06, 1.121990e+07
"148444", 31538,"Yamagata Prefecture",1.3e+07,-4.821931e+05,-2.936856e+06, 1.972469e+06
"148619", 33155,"Yamagata Prefecture",1.3e+07, 1.643156e+07, 1.476573e+07, 1.809739e+07
"148641", 33381,"Yamagata Prefecture",1.3e+07, 1.213148e+07, 8.861070e+06, 1.540189e+07
"148654", 33430,"Yamagata Prefecture",1.7e+06, 1.239758e+07, 8.827473e+06, 1.596768e+07
"148683", 33561,"Yamagata Prefecture",8.2e+06, 1.055307e+07, 8.885849e+06, 1.222030e+07
"148861", 35580,"Yamagata Prefecture",6.8e+06, 4.661395e+06, 1.717665e+06, 7.605125e+06
"148975", 36748,"Yamagata Prefecture",4.0e+06, 3.075673e+06, 1.006946e+06, 5.144400e+06
"149029", 37291,"Yamagata Prefecture",1.3e+07, 2.768731e+07, 2.606706e+07, 2.930756e+07
"149062", 37534,"Yamagata Prefecture",1.4e+07,-8.754784e+07,-9.636360e+07,-7.873208e+07
"149156", 38257,"Yamagata Prefecture",7.7e+06,-3.660366e+06,-9.841596e+06, 2.520864e+06
"149182", 38687,"Yamagata Prefecture",1.9e+06, 4.352753e+06, 1.326507e+06, 7.378999e+06
"149187", 38703,"Yamagata Prefecture",5.0e+06, 1.555094e+06,-1.691381e+06, 4.801570e+06
"149203", 38903,"Yamagata Prefecture",2.8e+06,-1.855047e+07,-2.111461e+07,-1.598634e+07
"149214", 38967,"Yamagata Prefecture",8.2e+06,-4.156320e+05,-2.759821e+06, 1.928557e+06
"149244", 39264,"Yamagata Prefecture",1.9e+06, 1.745224e+07, 1.280053e+07, 2.210395e+07
"149285",    60,"Fukushima Prefecture",2.0e+07, 3.924824e+07, 3.807620e+07, 4.042028e+07
"149376",   385,"Fukushima Prefecture",2.0e+06, 7.254966e+06, 4.270088e+06, 1.023984e+07
"149461",   779,"Fukushima Prefecture",3.5e+07, 3.435627e+07, 3.239917e+07, 3.631337e+07
"149607",  1228,"Fukushima Prefecture",2.8e+07, 7.406854e+07, 7.129334e+07, 7.684374e+07
"149621",  1272,"Fukushima Prefecture",1.2e+07,-2.358005e+07,-2.555823e+07,-2.160186e+07
"149677",  1438,"Fukushima Prefecture",2.2e+07, 1.155728e+07, 9.798510e+06, 1.331605e+07
"149689",  1470,"Fukushima Prefecture",1.2e+07, 9.732314e+05,-5.225908e+05, 2.469054e+06
"149696",  1486,"Fukushima Prefecture",2.1e+07, 1.642592e+07, 1.515965e+07, 1.769218e+07
"149729",  1578,"Fukushima Prefecture",1.4e+07,-2.812909e+07,-3.111858e+07,-2.513961e+07
"149735",  1588,"Fukushima Prefecture",5.0e+05, 5.457014e+06, 2.838797e+06, 8.075230e+06
"149749",  1638,"Fukushima Prefecture",6.5e+06,-2.706345e+07,-2.996065e+07,-2.416625e+07
"149766",  1693,"Fukushima Prefecture",6.0e+06, 3.908590e+06, 2.990995e+06, 4.826185e+06
"149772",  1732,"Fukushima Prefecture",2.6e+07, 3.079279e+07, 2.951614e+07, 3.206943e+07
"149773",  1734,"Fukushima Prefecture",4.5e+06, 6.519597e+06, 5.628438e+06, 7.410757e+06
"149880",  2015,"Fukushima Prefecture",1.8e+07, 2.008232e+07, 1.961890e+07, 2.054574e+07
"149911",  2074,"Fukushima Prefecture",2.5e+07,-1.017849e+08,-1.091115e+08,-9.445843e+07
"149926",  2123,"Fukushima Prefecture",2.6e+07, 1.723784e+07, 1.673306e+07, 1.774262e+07
"149966",  2247,"Fukushima Prefecture",3.0e+07, 2.707370e+07, 2.378923e+07, 3.035816e+07
"150030",  2414,"Fukushima Prefecture",2.9e+07, 3.638830e+07, 3.429534e+07, 3.848125e+07
"150059",  2469,"Fukushima Prefecture",2.0e+07, 6.184666e+06, 4.667339e+06, 7.701993e+06
"150081",  2539,"Fukushima Prefecture",6.0e+06,-2.632719e+05,-2.323000e+06, 1.796456e+06
"150096",  2581,"Fukushima Prefecture",5.9e+07, 4.977158e+07, 4.798944e+07, 5.155372e+07
"150154",  2686,"Fukushima Prefecture",1.8e+07, 1.821909e+07, 1.770979e+07, 1.872839e+07
"150198",  2789,"Fukushima Prefecture",3.1e+06, 3.511412e+06, 3.380913e+06, 3.641910e+06
"150200",  2792,"Fukushima Prefecture",1.4e+07, 2.964847e+06, 1.722075e+06, 4.207619e+06
"150256",  2907,"Fukushima Prefecture",1.3e+07,-1.129382e+07,-1.394150e+07,-8.646132e+06
"150265",  2921,"Fukushima Prefecture",2.5e+07, 3.098228e+07, 2.892820e+07, 3.303636e+07
"150316",  3073,"Fukushima Prefecture",3.0e+06, 1.421171e+07, 1.250079e+07, 1.592264e+07
"150317",  3087,"Fukushima Prefecture",8.0e+06, 1.151252e+07, 9.076714e+06, 1.394832e+07
"150326",  3149,"Fukushima Prefecture",2.6e+07, 2.881559e+07, 2.754626e+07, 3.008493e+07
"150420",  3425,"Fukushima Prefecture",2.4e+07, 2.616128e+07, 2.458937e+07, 2.773319e+07
"150434",  3474,"Fukushima Prefecture",2.0e+07,-3.200156e+06,-7.564265e+06, 1.163952e+06
"150507",  3669,"Fukushima Prefecture",4.6e+07, 4.460138e+07, 4.238886e+07, 4.681391e+07
"150557",  3817,"Fukushima Prefecture",4.1e+07, 3.743172e+07, 3.614817e+07, 3.871527e+07
"150565",  3843,"Fukushima Prefecture",5.0e+07, 2.756194e+07, 2.595931e+07, 2.916457e+07
"150575",  3860,"Fukushima Prefecture",3.1e+07, 1.838453e+07, 1.674005e+07, 2.002901e+07
"150645",  4078,"Fukushima Prefecture",1.4e+07, 1.265664e+07, 1.083588e+07, 1.447740e+07
"150657",  4110,"Fukushima Prefecture",2.5e+07, 3.837573e+07, 3.725287e+07, 3.949859e+07
"150701",  4270,"Fukushima Prefecture",4.0e+06,-2.119821e+07,-2.231472e+07,-2.008170e+07
"150804",  4554,"Fukushima Prefecture",2.9e+07, 3.502968e+07, 3.397757e+07, 3.608180e+07
"150892",  4834,"Fukushima Prefecture",2.3e+07, 5.679224e+07, 5.467673e+07, 5.890775e+07
"150935",  5036,"Fukushima Prefecture",1.8e+07, 2.601828e+07, 2.444689e+07, 2.758968e+07
"151031",  5254,"Fukushima Prefecture",1.9e+07,-3.834658e+07,-4.189723e+07,-3.479593e+07
"151048",  5287,"Fukushima Prefecture",2.0e+07, 2.572031e+06, 1.338573e+06, 3.805489e+06
"151051",  5297,"Fukushima Prefecture",2.5e+07, 6.785071e+07, 6.652753e+07, 6.917388e+07
"151067",  5325,"Fukushima Prefecture",1.7e+07, 2.397616e+07, 2.351421e+07, 2.443810e+07
"151096",  5387,"Fukushima Prefecture",2.9e+07, 3.755994e+07, 3.595469e+07, 3.916520e+07
"151128",  5466,"Fukushima Prefecture",9.8e+06, 2.187314e+07, 2.061449e+07, 2.313179e+07
"151179",  5687,"Fukushima Prefecture",5.0e+06, 1.416098e+07, 1.232487e+07, 1.599710e+07
"151295",  6142,"Fukushima Prefecture",9.5e+06, 1.443032e+07, 1.403353e+07, 1.482711e+07
"151330",  6234,"Fukushima Prefecture",1.7e+07, 1.505528e+07, 1.461882e+07, 1.549174e+07
"151365",  6324,"Fukushima Prefecture",2.0e+07,-1.097284e+08,-1.171177e+08,-1.023391e+08
"151439",  6525,"Fukushima Prefecture",3.7e+07, 3.109405e+07, 2.952688e+07, 3.266122e+07
"154986", 16979,"Fukushima Prefecture",1.8e+07, 8.631884e+06, 7.368492e+06, 9.895277e+06
"155092", 17441,"Fukushima Prefecture",4.7e+07, 4.450582e+07, 4.273156e+07, 4.628007e+07
"155104", 17516,"Fukushima Prefecture",3.5e+07, 3.008012e+07, 2.890778e+07, 3.125246e+07
"155226", 18093,"Fukushima Prefecture",8.0e+06,-4.565701e+07,-4.912460e+07,-4.218941e+07
"155252", 18237,"Fukushima Prefecture",2.5e+07, 2.506967e+07, 2.370752e+07, 2.643183e+07
"155264", 18261,"Fukushima Prefecture",2.2e+07, 1.889850e+07, 1.812926e+07, 1.966774e+07
"155269", 18277,"Fukushima Prefecture",5.3e+07, 3.746429e+07, 3.566419e+07, 3.926438e+07
"155328", 18436,"Fukushima Prefecture",1.7e+07, 1.019967e+07, 8.112634e+06, 1.228670e+07
"155375", 18505,"Fukushima Prefecture",1.3e+07,-6.035654e+06,-7.764695e+06,-4.306613e+06
"155377", 18508,"Fukushima Prefecture",3.1e+07, 3.100924e+07, 2.885288e+07, 3.316560e+07
"155413", 18584,"Fukushima Prefecture",2.8e+07, 3.017250e+07, 2.913077e+07, 3.121422e+07
"155415", 18597,"Fukushima Prefecture",1.3e+07, 1.292823e+07, 8.636699e+06, 1.721977e+07
"155446", 18749,"Fukushima Prefecture",1.8e+07, 3.554694e+07, 3.450038e+07, 3.659350e+07
"155476", 18816,"Fukushima Prefecture",1.1e+07, 1.098394e+07, 7.778311e+06, 1.418957e+07
"155524", 19035,"Fukushima Prefecture",3.4e+06,-1.531146e+08,-1.614914e+08,-1.447378e+08
"155547", 19137,"Fukushima Prefecture",2.3e+07, 3.488961e+07, 3.378354e+07, 3.599568e+07
"155549", 19141,"Fukushima Prefecture",2.2e+07, 3.356892e+07, 3.243367e+07, 3.470418e+07
"155590", 19296,"Fukushima Prefecture",2.1e+07, 3.525088e+07, 3.307873e+07, 3.742303e+07
"155622", 19453,"Fukushima Prefecture",1.5e+07, 1.929962e+07, 1.779373e+07, 2.080552e+07
"155624", 19460,"Fukushima Prefecture",2.4e+07, 3.937343e+06, 1.176270e+06, 6.698415e+06
"155631", 19482,"Fukushima Prefecture",2.2e+07, 4.265151e+07, 4.135291e+07, 4.395010e+07
"155645", 19536,"Fukushima Prefecture",2.1e+07, 1.648259e+07, 1.484249e+07, 1.812270e+07
"155691", 19712,"Fukushima Prefecture",1.7e+07, 8.410676e+06, 7.076946e+06, 9.744406e+06
"155697", 19725,"Fukushima Prefecture",1.3e+07, 1.035759e+07, 8.730430e+06, 1.198475e+07
"155747", 19930,"Fukushima Prefecture",2.2e+07, 5.437416e+07, 5.141983e+07, 5.732849e+07
"155924", 20793,"Fukushima Prefecture",2.0e+07, 3.696996e+06, 1.388797e+06, 6.005196e+06
"155939", 20878,"Fukushima Prefecture",9.5e+06,-2.656734e+07,-2.861467e+07,-2.452001e+07
"155945", 20926,"Fukushima Prefecture",4.0e+06,-7.941072e+06,-9.269643e+06,-6.612500e+06
"155968", 21012,"Fukushima Prefecture",2.1e+07, 1.179851e+07, 1.042593e+07, 1.317108e+07
"155977", 21046,"Fukushima Prefecture",4.0e+07, 4.996869e+07, 4.816077e+07, 5.177661e+07
"156000", 21110,"Fukushima Prefecture",1.0e+07, 2.730577e+07, 2.644670e+07, 2.816484e+07
"156101", 21409,"Fukushima Prefecture",3.2e+07,-1.659266e+06,-1.224108e+07, 8.922546e+06
"156107", 21425,"Fukushima Prefecture",6.3e+06, 1.228974e+07, 1.201618e+07, 1.256331e+07
"156117", 21468,"Fukushima Prefecture",6.0e+06, 3.698574e+06, 2.843657e+06, 4.553491e+06
"156172", 21652,"Fukushima Prefecture",1.3e+07, 4.932069e+06, 2.911421e+06, 6.952716e+06
"156189", 21731,"Fukushima Prefecture",3.1e+07, 3.119940e+07, 2.977847e+07, 3.262033e+07
"156197", 21769,"Fukushima Prefecture",1.0e+07,-4.016178e+06,-5.685590e+06,-2.346765e+06
"156316", 22121,"Fukushima Prefecture",1.6e+07, 3.060979e+07, 2.924070e+07, 3.197888e+07
"156317", 22127,"Fukushima Prefecture",9.8e+06, 1.028934e+07, 9.451909e+06, 1.112677e+07
"156332", 22180,"Fukushima Prefecture",6.8e+06, 7.771726e+06, 6.549903e+06, 8.993549e+06
"156373", 22358,"Fukushima Prefecture",4.3e+06, 1.456537e+07, 1.420152e+07, 1.492922e+07
"156374", 22365,"Fukushima Prefecture",1.4e+07,-2.603727e+07,-2.734928e+07,-2.472527e+07
"156405", 22473,"Fukushima Prefecture",9.4e+06, 9.665275e+06, 9.297225e+06, 1.003333e+07
"156406", 22474,"Fukushima Prefecture",5.0e+06, 4.167605e+07, 3.982456e+07, 4.352755e+07
"156435", 22606,"Fukushima Prefecture",2.3e+07, 4.479529e+07, 4.307587e+07, 4.651471e+07
"156443", 22625,"Fukushima Prefecture",1.9e+06,-3.363536e+06,-5.135278e+06,-1.591794e+06
"156464", 22732,"Fukushima Prefecture",3.8e+07, 2.656333e+07, 2.508258e+07, 2.804408e+07
"156514", 22962,"Fukushima Prefecture",4.0e+07,-6.046993e+07,-6.961428e+07,-5.132557e+07
"156555", 23061,"Fukushima Prefecture",8.0e+06,-2.569701e+06,-5.619140e+06, 4.797374e+05
"156568", 23085,"Fukushima Prefecture",2.1e+07, 2.337746e+07, 2.185876e+07, 2.489617e+07
"156570", 23088,"Fukushima Prefecture",4.3e+07, 2.589894e+07, 2.423390e+07, 2.756397e+07
"156576", 23098,"Fukushima Prefecture",3.9e+07, 3.163360e+07, 2.991194e+07, 3.335527e+07
"156601", 23161,"Fukushima Prefecture",2.7e+06,-2.230319e+07,-2.398460e+07,-2.062179e+07
"156612", 23184,"Fukushima Prefecture",8.0e+06, 3.391314e+06, 1.994202e+06, 4.788426e+06
"156613", 23189,"Fukushima Prefecture",5.0e+06,-3.540695e+06,-5.892630e+06,-1.188761e+06
"156655", 23349,"Fukushima Prefecture",1.2e+07, 7.072257e+06, 5.934837e+06, 8.209677e+06
"156660", 23355,"Fukushima Prefecture",2.6e+07, 3.082853e+07, 2.958345e+07, 3.207362e+07
"156717", 23495,"Fukushima Prefecture",3.7e+07, 3.391074e+07, 3.259028e+07, 3.523120e+07
"156790", 23785,"Fukushima Prefecture",3.1e+07, 2.180588e+07, 2.144183e+07, 2.216993e+07
"156802", 23817,"Fukushima Prefecture",1.3e+07, 2.576504e+06, 1.123612e+06, 4.029396e+06
"156815", 23853,"Fukushima Prefecture",1.2e+07, 2.134213e+07, 1.908655e+07, 2.359770e+07
"156829", 23904,"Fukushima Prefecture",4.6e+06, 6.338160e+06, 5.173828e+06, 7.502492e+06
"156876", 24012,"Fukushima Prefecture",1.3e+07, 1.167163e+06,-1.003602e+05, 2.434685e+06
"156886", 24061,"Fukushima Prefecture",1.6e+07, 1.232410e+07, 1.016284e+07, 1.448535e+07
"156902", 24098,"Fukushima Prefecture",7.1e+06, 1.768006e+07, 1.632893e+07, 1.903120e+07
"156906", 24124,"Fukushima Prefecture",3.2e+07, 4.588117e+07, 4.448796e+07, 4.727438e+07
"156950", 24284,"Fukushima Prefecture",7.0e+06,-7.037621e+06,-8.190409e+06,-5.884833e+06
"156993", 24470,"Fukushima Prefecture",7.6e+06, 1.694583e+07, 1.650135e+07, 1.739031e+07
"157105", 24811,"Fukushima Prefecture",1.1e+07, 1.197416e+07, 1.158364e+07, 1.236468e+07
"157151", 24890,"Fukushima Prefecture",1.1e+07, 5.175436e+06, 3.302695e+06, 7.048177e+06
"157165", 24931,"Fukushima Prefecture",3.3e+07, 5.186955e+07, 4.996866e+07, 5.377044e+07
"157230", 25138,"Fukushima Prefecture",5.5e+06,-2.639584e+07,-2.864472e+07,-2.414696e+07
"157239", 25202,"Fukushima Prefecture",2.8e+07, 4.179852e+07, 4.060430e+07, 4.299274e+07
"157268", 25258,"Fukushima Prefecture",4.5e+06,-1.199949e+07,-1.358943e+07,-1.040955e+07
"157292", 25392,"Fukushima Prefecture",1.3e+07, 2.630425e+07, 2.584179e+07, 2.676670e+07
"157293", 25393,"Fukushima Prefecture",9.0e+06, 9.557376e+06, 8.613196e+06, 1.050156e+07
"157371", 25765,"Fukushima Prefecture",5.0e+06, 2.055588e+07, 1.856342e+07, 2.254834e+07
"157389", 25872,"Fukushima Prefecture",5.6e+05,-3.217933e+06,-5.246240e+06,-1.189626e+06
"157397", 25919,"Fukushima Prefecture",2.7e+07, 2.947991e+07, 2.797456e+07, 3.098526e+07
"157412", 25981,"Fukushima Prefecture",8.4e+06, 1.117226e+07, 9.782744e+06, 1.256178e+07
"157429", 26055,"Fukushima Prefecture",2.8e+07, 3.056024e+07, 2.951920e+07, 3.160128e+07
"157443", 26083,"Fukushima Prefecture",7.0e+06,-2.307933e+07,-2.514328e+07,-2.101538e+07
"157535", 26489,"Fukushima Prefecture",6.0e+06,-1.403592e+07,-1.602159e+07,-1.205025e+07
"157538", 26497,"Fukushima Prefecture",3.0e+07, 3.177695e+07, 3.052025e+07, 3.303365e+07
"157545", 26523,"Fukushima Prefecture",5.8e+06,-1.959726e+07,-2.168233e+07,-1.751219e+07
"157568", 26612,"Fukushima Prefecture",2.8e+07, 2.909695e+07, 2.566193e+07, 3.253197e+07
"157569", 26615,"Fukushima Prefecture",8.3e+06, 1.117716e+07, 9.586792e+06, 1.276753e+07
"157600", 26747,"Fukushima Prefecture",8.2e+06,-2.104259e+07,-2.326841e+07,-1.881677e+07
"157619", 26804,"Fukushima Prefecture",1.6e+07,-5.895019e+05,-2.066447e+06, 8.874435e+05
"157658", 26920,"Fukushima Prefecture",2.2e+06,-1.747852e+06,-4.158116e+06, 6.624126e+05
"157710", 27067,"Fukushima Prefecture",8.3e+06, 9.369018e+06, 8.152854e+06, 1.058518e+07
"157760", 27274,"Fukushima Prefecture",6.8e+06,-3.886172e+07,-4.164838e+07,-3.607507e+07
"157774", 27343,"Fukushima Prefecture",9.8e+06,-4.927106e+05,-1.918154e+06, 9.327326e+05
"157794", 27401,"Fukushima Prefecture",1.9e+07, 8.701104e+06, 6.742021e+06, 1.066019e+07
"157806", 27426,"Fukushima Prefecture",3.4e+07, 3.330156e+07, 3.033737e+07, 3.626574e+07
"157813", 27443,"Fukushima Prefecture",4.4e+07, 5.191216e+07, 5.005344e+07, 5.377087e+07
"157856", 27578,"Fukushima Prefecture",9.5e+06,-1.026815e+06,-2.113398e+06, 5.976879e+04
"157874", 27662,"Fukushima Prefecture",1.6e+07, 2.289987e+07, 2.240257e+07, 2.339716e+07
"157890", 27722,"Fukushima Prefecture",2.5e+07, 2.480117e+07, 2.373643e+07, 2.586591e+07
"157943", 27914,"Fukushima Prefecture",2.9e+07, 4.334152e+07, 4.102634e+07, 4.565670e+07
"157995", 28108,"Fukushima Prefecture",1.1e+07, 3.120938e+07, 2.960212e+07, 3.281663e+07
"158046", 28352,"Fukushima Prefecture",2.5e+06, 6.284981e+06, 6.148080e+06, 6.421883e+06
"158065", 28441,"Fukushima Prefecture",1.6e+07, 1.690509e+07, 1.641245e+07, 1.739773e+07
"158074", 28473,"Fukushima Prefecture",1.6e+07,-5.774599e+06,-1.223071e+07, 6.815115e+05
"158087", 28541,"Fukushima Prefecture",1.9e+07, 1.898655e+07, 1.790930e+07, 2.006380e+07
"158173", 29008,"Fukushima Prefecture",1.1e+07, 1.595728e+07, 1.538857e+07, 1.652599e+07
"161948", 47946,"Fukushima Prefecture",1.7e+07, 1.752405e+07, 1.594734e+07, 1.910077e+07
"161950", 47954,"Fukushima Prefecture",2.6e+07, 3.852557e+07, 3.624697e+07, 4.080416e+07
"161953", 47965,"Fukushima Prefecture",1.7e+05,-1.615111e+06,-1.855293e+06,-1.374928e+06
"162077", 48630,"Fukushima Prefecture",1.3e+07, 1.063462e+07, 8.874773e+06, 1.239447e+07
"162103", 48744,"Fukushima Prefecture",2.0e+07, 2.434698e+07, 2.282729e+07, 2.586667e+07
"162150", 48996,"Fukushima Prefecture",3.7e+06, 4.718872e+06, 1.902831e+06, 7.534914e+06
"162182", 49387,"Fukushima Prefecture",1.3e+07, 1.312791e+07, 1.182359e+07, 1.443224e+07
"162184", 49416,"Fukushima Prefecture",1.5e+07, 1.075081e+07, 8.887350e+06, 1.261427e+07
"162242", 49861,"Fukushima Prefecture",5.0e+06, 2.431233e+07, 2.228939e+07, 2.633528e+07
"162257", 49991,"Fukushima Prefecture",1.5e+07,-3.578057e+06,-5.667704e+06,-1.488409e+06
"162266", 50092,"Fukushima Prefecture",7.5e+06, 3.891556e+06, 2.136398e+06, 5.646714e+06
"162375", 51211,"Fukushima Prefecture",1.3e+07, 3.800823e+07, 3.332779e+07, 4.268866e+07
"162382", 51252,"Fukushima Prefecture",2.2e+07, 8.640902e+06, 5.241048e+06, 1.204076e+07
"162416", 51683,"Fukushima Prefecture",1.4e+07, 9.794740e+06, 4.076522e+06, 1.551296e+07
"162417", 51689,"Fukushima Prefecture",1.9e+06,-2.119233e+07,-2.403047e+07,-1.835418e+07
"162536", 52468,"Fukushima Prefecture",2.3e+07,-1.758543e+06,-9.174223e+06, 5.657137e+06
"162552", 52599,"Fukushima Prefecture",7.0e+06,-3.610664e+07,-4.073638e+07,-3.147689e+07
"162629", 53017,"Fukushima Prefecture",5.6e+06, 7.209438e+06, 4.522657e+06, 9.896219e+06
"162630", 53018,"Fukushima Prefecture",9.5e+06, 5.580116e+07, 5.285259e+07, 5.874973e+07
"162638", 53046,"Fukushima Prefecture",1.1e+07, 2.958907e+07, 2.615379e+07, 3.302435e+07
"162668", 53237,"Fukushima Prefecture",7.8e+06,-2.343564e+05,-1.125642e+06, 6.569294e+05
"162798", 53997,"Fukushima Prefecture",4.1e+06, 5.106610e+06, 2.346456e+06, 7.866765e+06
"162833", 54220,"Fukushima Prefecture",4.0e+06,-1.193411e+07,-1.474617e+07,-9.122055e+06
"162834", 54221,"Fukushima Prefecture",1.2e+06,-1.592734e+07,-1.737753e+07,-1.447715e+07
"162840", 54272,"Fukushima Prefecture",3.1e+06, 1.730610e+07, 1.288874e+07, 2.172346e+07
"162857", 54443,"Fukushima Prefecture",6.5e+06, 8.337414e+06, 5.716517e+06, 1.095831e+07
"162909", 54793,"Fukushima Prefecture",3.5e+06,-1.836229e+06,-2.287787e+06,-1.384670e+06
"162919", 54885,"Fukushima Prefecture",3.7e+07, 4.396373e+07, 4.045627e+07, 4.747118e+07
"162920", 54887,"Fukushima Prefecture",2.8e+07, 3.728760e+07, 3.391530e+07, 4.065989e+07
"162964", 55424,"Fukushima Prefecture",1.7e+07, 1.821462e+07, 1.618311e+07, 2.024614e+07
"162967", 55443,"Fukushima Prefecture",6.0e+06,-1.724917e+07,-2.400844e+07,-1.048990e+07
"163004", 55722,"Fukushima Prefecture",1.9e+07, 5.650181e+07, 5.359496e+07, 5.940866e+07
"163083", 56056,"Fukushima Prefecture",1.8e+07,-4.634224e+07,-5.189773e+07,-4.078675e+07
"163092", 56111,"Fukushima Prefecture",1.8e+07, 4.384402e+07, 4.006709e+07, 4.762095e+07
"163134", 56284,"Fukushima Prefecture",1.4e+07, 1.088818e+07, 8.564571e+06, 1.321179e+07
"163185", 56498,"Fukushima Prefecture",1.5e+07,-8.216577e+06,-1.093017e+07,-5.502979e+06
"163371", 57496,"Fukushima Prefecture",9.0e+06, 7.407323e+06, 6.395243e+06, 8.419403e+06
"163390", 57601,"Fukushima Prefecture",2.1e+06,-7.504512e+06,-9.449387e+06,-5.559636e+06
"163474", 58155,"Fukushima Prefecture",5.0e+06,-5.727944e+07,-6.198826e+07,-5.257062e+07
"163488", 58291,"Fukushima Prefecture",5.2e+06, 3.200811e+06, 2.478941e+05, 6.153727e+06
"163588", 59075,"Fukushima Prefecture",3.2e+07, 8.117594e+05,-3.189996e+06, 4.813514e+06
"163630", 59367,"Fukushima Prefecture",9.1e+06, 1.693079e+07, 1.521942e+07, 1.864216e+07
"163661", 59611,"Fukushima Prefecture",3.1e+07, 2.517169e+07, 2.366473e+07, 2.667866e+07
"163662", 59619,"Fukushima Prefecture",1.8e+07, 2.503911e+07, 2.354334e+07, 2.653488e+07
"163726", 60083,"Fukushima Prefecture",1.8e+07, 3.806114e+07, 3.667482e+07, 3.944747e+07
"163738", 60158,"Fukushima Prefecture",6.0e+06, 4.151432e+06, 2.132721e+06, 6.170143e+06
"163759", 60298,"Fukushima Prefecture",7.0e+06, 1.405374e+07, 1.195756e+07, 1.614993e+07
"163778", 60509,"Fukushima Prefecture",5.8e+06,-7.619000e+06,-9.498379e+06,-5.739622e+06
"163797", 60640,"Fukushima Prefecture",1.0e+06,-1.525919e+07,-1.823048e+07,-1.228790e+07
"163813", 60787,"Fukushima Prefecture",4.0e+06, 7.264863e+06, 4.615403e+06, 9.914323e+06
"163824", 60887,"Fukushima Prefecture",5.0e+06, 2.843690e+07, 2.604260e+07, 3.083119e+07
"163895", 61393,"Fukushima Prefecture",4.8e+06,-6.348377e+06,-9.631734e+06,-3.065021e+06
"163956", 61897,"Fukushima Prefecture",1.0e+07, 1.892899e+07, 1.650763e+07, 2.135036e+07
"163968", 62037,"Fukushima Prefecture",1.6e+07,-3.352519e+06,-6.360111e+06,-3.449267e+05
"164003", 62218,"Fukushima Prefecture",5.3e+06, 6.615806e+06, 3.448571e+06, 9.783042e+06
"164054", 62594,"Fukushima Prefecture",6.6e+06, 1.437085e+07, 1.268311e+07, 1.605858e+07
"164078",    32,"Ibaraki Prefecture",2.1e+07, 4.310304e+07, 4.171673e+07, 4.448936e+07
"164096",    69,"Ibaraki Prefecture",2.0e+06, 2.048461e+06, 1.014637e+06, 3.082285e+06
"164142",   235,"Ibaraki Prefecture",1.3e+07, 1.406915e+07, 1.368175e+07, 1.445656e+07
"164145",   252,"Ibaraki Prefecture",1.7e+07, 3.051190e+07, 2.943226e+07, 3.159153e+07
"164160",   300,"Ibaraki Prefecture",2.8e+07, 3.736927e+07, 3.589110e+07, 3.884745e+07
"164213",   527,"Ibaraki Prefecture",8.9e+06, 4.958656e+06, 3.747073e+06, 6.170239e+06
"164245",   617,"Ibaraki Prefecture",3.7e+07, 3.759356e+07, 3.597410e+07, 3.921301e+07
"164247",   622,"Ibaraki Prefecture",2.9e+07, 4.601362e+07, 4.497751e+07, 4.704973e+07
"164252",   634,"Ibaraki Prefecture",4.0e+07, 6.212928e+07, 5.797436e+07, 6.628420e+07
"164289",   736,"Ibaraki Prefecture",4.3e+07, 3.471499e+07, 3.269494e+07, 3.673504e+07
"164306",   765,"Ibaraki Prefecture",4.0e+07, 2.953724e+07, 2.813045e+07, 3.094403e+07
"164321",   797,"Ibaraki Prefecture",3.0e+06,-7.554834e+07,-7.974948e+07,-7.134719e+07
"164445",  1267,"Ibaraki Prefecture",1.0e+07, 4.369709e+07, 4.183794e+07, 4.555624e+07
"164448",  1274,"Ibaraki Prefecture",2.0e+07, 3.992319e+07, 3.803809e+07, 4.180829e+07
"164546",  1645,"Ibaraki Prefecture",1.6e+07, 2.912352e+07, 2.832069e+07, 2.992635e+07
"164568",  1698,"Ibaraki Prefecture",1.6e+07, 1.177883e+07, 9.361286e+06, 1.419636e+07
"164577",  1717,"Ibaraki Prefecture",2.3e+07, 1.057058e+07, 7.505104e+06, 1.363606e+07
"164578",  1718,"Ibaraki Prefecture",6.4e+07, 5.583421e+07, 5.419559e+07, 5.747282e+07
"164606",  1791,"Ibaraki Prefecture",1.7e+07, 2.394217e+07, 2.327238e+07, 2.461195e+07
"164615",  1814,"Ibaraki Prefecture",5.8e+06,-1.510316e+07,-1.664282e+07,-1.356350e+07
"164636",  1886,"Ibaraki Prefecture",3.0e+07, 4.446821e+07, 4.188413e+07, 4.705229e+07
"164637",  1888,"Ibaraki Prefecture",1.1e+07,-6.998935e+06,-8.856850e+06,-5.141020e+06
"164726",  2161,"Ibaraki Prefecture",1.3e+07,-4.136827e+07,-4.421196e+07,-3.852458e+07
"164812",  2464,"Ibaraki Prefecture",3.0e+06, 4.081327e+06, 3.988950e+06, 4.173705e+06
"164894",  2682,"Ibaraki Prefecture",1.9e+07, 2.876122e+07, 2.790732e+07, 2.961512e+07
"164929",  2801,"Ibaraki Prefecture",2.8e+07, 3.894715e+07, 3.683460e+07, 4.105969e+07
